1.84207953	4.6075716
5.65858312	4.79996405
6.35257892	3.2908545
2.90401653	4.61220411
3.23197916	4.93989405
1.24792268	4.93267846
1.97619886	4.43489674
2.23454135	5.05547168
2.98340757	4.84046406
2.97970391	4.80671081
2.11496411	5.37373587
2.12169543	5.20854212
1.5143529	4.77003303
2.16979227	5.27435354
0.418523732	4.88312522
2.47053695	4.80418944
4.06069132	4.99503862
3.00708934	4.67897758
0.666323456	4.87187949
3.1621865	4.83658301
0.51155258	4.91052923
3.1342801	4.96178114
2.04974595	5.6241395
0.665827852	5.24399257
1.01732013	4.84473647
2.17893568	5.29758701
2.85962615	5.26041997
1.30882588	5.30158701
0.992532455	5.01567424
1.40372638	4.57527684
2.66046572	5.19623848
2.79995882	5.11526323
2.06995345	4.6846713
3.29765181	5.59205535
1.8929766	4.89043209
2.55983064	5.26397756
1.15354031	4.67866717
2.25150754	5.4450031
2.20960296	4.91469264
1.59141937	4.83212573
1.67838038	5.26903822
2.59148642	4.92593394
2.80996442	5.53849899
0.953116272	5.58037108
1.51775276	5.03836638
3.23114248	5.78429665
2.54180011	4.81098738
3.81422865	4.73526796
1.68495829	4.59643553
2.17777173	4.86154019
1.8173328	5.13333907
1.85776553	4.86962414
3.03084301	5.24057582
2.92658295	5.09667923
3.43493543	5.34080741
3.20367116	4.85924759
0.105118039	4.72916344
1.40597916	5.06636822
2.24185052	4.9244617
1.36678395	5.26161095
1.70725482	4.04231479
1.91909566	5.57848447
1.60156731	4.64453012
0.379634371	5.26194729
2.02134502	4.41267445
1.12036737	5.20880747
2.26901428	4.61818883
-0.245127128	5.74019237
2.12857843	5.01149793
1.84419981	5.03153948
2.32558253	4.74867962
1.52334113	4.87916159
1.02285128	5.0105065
1.85382737	5.00752482
2.20321658	4.94516379
1.20099981	4.57829763
1.02062703	4.62991119
1.60493227	5.13663139
0.476473551	5.13535977
0.363917204	4.73332823
0.31319845	5.54694644
2.28664839	5.0076699
2.15460139	5.46282959
2.05288518	4.77958559
4.88804332	5.50670795
2.40304747	5.08147326
2.56869453	5.20687886
