-0.228752	0.431022	0.597316	1.395041	-1.294886	0.570420	-0.215602	1.231920	0.851876	1.670013	
1.435083	0.932203	-2.153999	1.795725	1.183364	-0.136336	-0.806350	0.941672	-1.468363	-0.601553	
-0.304468	0.752869	0.571657	-0.077020	0.000870	-0.430925	1.751429	-0.627002	0.695451	-1.147020	
0.143974	-0.611248	0.889386	-0.509089	0.825610	1.008371	-1.166854	-0.354741	-1.082289	1.088572	
-1.321168	1.723960	-0.999322	0.874779	0.108011	-0.367143	-0.405251	-2.146607	1.285858	0.825231	
1.059144	-0.457277	-0.111435	-1.425971	0.576890	1.285320	-2.001699	-0.199690	-2.031440	0.572615	
-1.023907	-1.504549	-0.239369	-0.793633	1.344845	1.721816	1.709283	0.309863	-0.777416	1.756544	
-0.130959	0.156846	-1.000435	0.654258	-0.293552	-0.735030	1.944971	-1.069770	0.501574	1.848646	
1.142195	-0.003334	-0.092197	-0.354381	0.314987	-2.006165	2.297402	0.114563	-0.789304	1.069617	
-0.044217	-1.333734	-0.965442	0.588468	-0.784160	0.380215	-2.408319	-1.762494	-0.518155	-0.472575	
0.021858	1.000789	-1.007955	0.949793	-0.224511	-1.995347	0.848399	0.071293	2.647360	-0.320570	
-0.399467	-0.569874	1.795759	0.997717	1.503294	-0.841195	-0.174759	0.632111	-1.771411	0.198166	
-0.473614	-1.559615	2.381118	-0.196177	0.207436	-0.500234	-1.445550	-0.421630	-0.511981	0.707415	
-0.612024	-0.527563	-0.028776	-1.064134	-0.003302	0.425117	-0.096652	0.638265	-0.395216	-1.148177	
-0.512485	1.699261	-0.172269	-0.375995	1.289320	-0.379721	-0.087501	0.656198	1.129397	1.153786	
-1.010431	1.729343	-0.788589	0.355577	-0.748145	0.140904	-1.195812	-2.685511	-0.667245	0.037081	
-0.824790	0.865932	0.696846	1.721890	-2.130408	1.157959	0.688446	-0.264398	-0.802375	-1.539191	
0.656637	0.990052	0.531021	-0.316914	-0.663086	0.160634	0.297589	-0.957596	-1.070517	0.702291	
-0.309723	-1.439627	0.447626	0.322540	-0.139683	-1.554461	1.066485	0.664470	1.426223	-0.926015	
1.722101	1.322948	-0.720007	0.407442	1.065811	0.381131	1.520322	-1.722638	-0.232656	-1.167010	
