0.419668	1.192918	0.387795	0.514034	0.116343	0.096655	0.705987	0.080491	0.860127	0.696260	
1.052205	0.567639	0.542848	0.495348	0.073859	0.979955	-2.523511	0.447426	0.280126	0.121017	
-0.514043	-0.299137	-1.089436	1.265393	-0.839026	0.742190	-0.210893	0.040371	0.946798	-0.295630	
0.787471	1.141607	-1.576424	-0.205913	1.035662	0.411138	1.866392	-0.471522	-1.957575	-1.101574	
0.020984	-0.098389	0.338480	-0.207514	-0.171720	-2.798109	-0.121191	1.224079	0.490268	-1.519769	
-0.157532	-0.492325	-1.673873	0.701790	-0.471098	-1.333057	0.369439	-0.782771	-1.257597	-0.706384	
-0.101538	-0.776398	-0.766226	0.276836	-1.585599	-0.262192	-0.224765	0.953539	-0.784197	0.148100	
2.932353	0.948126	-0.258443	-0.559723	-0.680759	-0.895621	-0.425520	0.934566	-0.061139	-0.348076	
-0.181581	0.583860	-0.137051	-0.707515	0.037005	1.807503	-0.067625	-0.169942	0.707063	0.860302	
-0.511778	0.579547	-0.491080	1.298756	-0.444013	0.865829	0.031616	0.052277	0.236445	0.253706	
0.048729	0.648763	1.534329	-0.319120	-1.859587	0.539521	1.803809	-0.375337	-0.083614	2.395503	
-1.113999	-1.385603	0.751995	1.028675	1.640687	-1.045562	-0.285449	-0.809867	2.959462	-0.779113	
0.013086	-0.239135	-1.262066	0.335402	-0.277418	0.373539	-0.210440	0.733658	0.412892	-0.843833	
-0.687660	-0.843662	0.991852	-0.729594	0.287032	-0.014380	0.030411	2.408728	-1.382164	0.406634	
0.005243	-0.585791	-0.635479	-1.189911	0.574954	-0.661269	1.542770	0.118227	-0.786239	0.110947	
-1.554520	-1.376247	-0.477803	0.260470	-0.016245	-1.867629	0.755442	0.925992	-0.653872	0.206238	
-0.513661	-0.088255	0.549622	0.557465	-0.134672	0.565032	-0.422590	-1.068948	-0.287457	-0.256502	
0.097120	-0.336694	0.978306	-0.838282	-0.072906	-0.150319	-0.170172	3.134352	-0.512754	-0.899412	
1.889988	-1.048032	0.055195	0.820063	0.192268	-0.212821	-0.109413	-0.645871	1.721444	0.410004	
1.210105	-0.070953	-0.906261	0.894719	-1.383393	1.064923	-1.499134	0.787050	1.402248	-0.029461	
